,x,y,z,action,seq
0.0,,,,stop,0.0
0.00314283370972,235.0,223.0,2.0,,
0.013279914856,235.0,223.0,2.0,,
0.0232689380646,235.0,224.0,2.0,,
0.0332589149475,235.0,223.0,2.0,,
0.043231010437,234.0,222.0,3.0,,
0.0532388687134,236.0,223.0,255.0,,
0.0632338523865,235.0,224.0,2.0,,
0.0732250213623,235.0,222.0,1.0,,
0.0832240581512,235.0,222.0,0.0,,
0.093230009079,236.0,222.0,1.0,,
0.103229045868,236.0,223.0,0.0,,
0.113229990005,237.0,222.0,3.0,,
0.123222827911,237.0,223.0,0.0,,
0.133236885071,235.0,224.0,2.0,,
0.143229007721,236.0,222.0,3.0,,
0.153228998184,236.0,223.0,2.0,,
0.16322684288,235.0,222.0,1.0,,
0.173229932785,235.0,223.0,1.0,,
0.183265924454,234.0,224.0,2.0,,
0.193244934082,235.0,223.0,0.0,,
0.203227996826,236.0,222.0,1.0,,
0.213230848312,236.0,222.0,0.0,,
0.223228931427,235.0,222.0,1.0,,
0.233229875565,234.0,223.0,0.0,,
0.243223905563,234.0,223.0,0.0,,
0.253228902817,235.0,222.0,1.0,,
0.26323390007,236.0,224.0,3.0,,
0.273231983185,235.0,223.0,0.0,,
0.283226013184,235.0,222.0,1.0,,
0.29322886467,235.0,222.0,1.0,,
0.303227901459,234.0,222.0,1.0,,
0.313228845596,236.0,222.0,2.0,,
0.323225021362,237.0,222.0,255.0,,
0.333228826523,237.0,224.0,0.0,,
0.343227863312,235.0,223.0,1.0,,
0.353227853775,234.0,224.0,1.0,,
0.36322593689,235.0,225.0,2.0,,
0.373226881027,235.0,226.0,1.0,,
0.38322687149,234.0,223.0,2.0,,
0.393229007721,235.0,223.0,0.0,,
0.40322303772,237.0,222.0,1.0,,
0.413228034973,235.0,223.0,2.0,,
0.423226833344,236.0,223.0,0.0,,
0.433228969574,236.0,224.0,0.0,,
0.443223953247,236.0,222.0,1.0,,
0.4532289505,235.0,223.0,1.0,,
0.46323800087,236.0,223.0,1.0,,
0.473229885101,235.0,223.0,1.0,,
0.483222961426,236.0,222.0,255.0,,
0.493227958679,236.0,223.0,2.0,,
0.503226995468,235.0,223.0,3.0,,
0.51322889328,235.0,223.0,1.0,,
0.523222923279,235.0,223.0,255.0,,
0.533227920532,235.0,223.0,1.0,,
0.543226003647,236.0,224.0,1.0,,
0.55323600769,235.0,223.0,0.0,,
0.563225984573,236.0,222.0,0.0,,
0.573226928711,236.0,224.0,2.0,,
0.583230018616,236.0,224.0,2.0,,
0.593232870102,236.0,224.0,1.0,,
0.603224039078,235.0,224.0,1.0,,
0.613229036331,234.0,225.0,1.0,,
0.623227834702,236.0,221.0,2.0,,
0.633228063583,236.0,222.0,1.0,,
0.643224000931,237.0,223.0,0.0,,
0.65322804451,237.0,223.0,2.0,,
0.663228034973,236.0,223.0,1.0,,
0.673249959946,234.0,222.0,0.0,,
0.683256864548,235.0,222.0,1.0,,
0.69323682785,235.0,223.0,0.0,,
0.703232049942,234.0,223.0,1.0,,
0.713306903839,236.0,223.0,3.0,,
0.723227024078,236.0,222.0,1.0,,
0.733227968216,236.0,223.0,255.0,,
0.743228912354,235.0,224.0,0.0,,
0.753238916397,236.0,224.0,1.0,,
0.76322388649,234.0,223.0,0.0,,
0.773227930069,235.0,223.0,1.0,,
0.783241033554,235.0,222.0,0.0,,
0.79323387146,234.0,222.0,2.0,,
0.803223848343,236.0,223.0,2.0,,
0.813230037689,235.0,223.0,1.0,,
