,x,y,z,action,seq
0.0,,,,stop,0.0
0.00339698791504,235.0,220.0,2.0,,
0.0136270523071,237.0,223.0,0.0,,
0.0235760211945,236.0,223.0,2.0,,
0.033490896225,234.0,222.0,0.0,,
0.043487071991,236.0,220.0,1.0,,
0.0534870624542,236.0,222.0,0.0,,
0.0634849071503,236.0,222.0,1.0,,
0.0734829902649,236.0,221.0,2.0,,
0.0834839344025,235.0,223.0,0.0,,
0.0934860706329,234.0,222.0,255.0,,
0.103482961655,236.0,221.0,1.0,,
0.113481044769,235.0,222.0,0.0,,
0.123480081558,234.0,221.0,1.0,,
0.133486032486,236.0,222.0,255.0,,
0.143480062485,236.0,221.0,255.0,,
0.153480052948,234.0,221.0,2.0,,
0.163480043411,235.0,221.0,2.0,,
0.173485994339,237.0,223.0,0.0,,
0.183482885361,235.0,222.0,1.0,,
0.193480968475,235.0,221.0,0.0,,
0.203481912613,235.0,222.0,0.0,,
0.21348285675,234.0,222.0,0.0,,
0.223481893539,235.0,222.0,1.0,,
0.233484983444,235.0,223.0,0.0,,
0.243480920792,235.0,224.0,0.0,,
0.253484964371,234.0,222.0,0.0,,
0.263483047485,236.0,223.0,0.0,,
0.273478031158,236.0,222.0,2.0,,
0.28347992897,234.0,221.0,0.0,,
0.293483018875,233.0,222.0,1.0,,
0.303483009338,236.0,223.0,2.0,,
0.31347990036,233.0,222.0,0.0,,
0.323479890823,235.0,222.0,1.0,,
0.333483934402,235.0,222.0,1.0,,
0.343483924866,234.0,222.0,0.0,,
0.353481054306,234.0,222.0,1.0,,
0.363479852676,235.0,221.0,254.0,,
0.373483896255,235.0,223.0,0.0,,
0.383486032486,234.0,223.0,2.0,,
0.393481016159,233.0,223.0,1.0,,
0.403478860855,235.0,221.0,0.0,,
0.413483858109,235.0,222.0,2.0,,
0.42348408699,235.0,223.0,0.0,,
0.433480978012,234.0,222.0,1.0,,
0.443480014801,235.0,222.0,1.0,,
0.453482866287,235.0,222.0,2.0,,
0.46348285675,235.0,221.0,1.0,,
0.473480939865,236.0,222.0,255.0,,
0.483480930328,235.0,222.0,0.0,,
0.493484020233,235.0,222.0,1.0,,
0.503488063812,234.0,223.0,0.0,,
0.513527870178,235.0,221.0,0.0,,
0.523493051529,235.0,222.0,0.0,,
0.533488988876,235.0,223.0,2.0,,
0.543484926224,236.0,223.0,0.0,,
0.553482055664,236.0,221.0,0.0,,
0.563480854034,235.0,224.0,255.0,,
0.573483943939,234.0,221.0,2.0,,
0.583482980728,235.0,222.0,1.0,,
0.593486070633,235.0,222.0,0.0,,
0.603484869003,235.0,223.0,1.0,,
0.613487958908,235.0,221.0,0.0,,
0.623483896255,235.0,222.0,255.0,,
0.633478879929,235.0,224.0,2.0,,
0.643480062485,235.0,224.0,1.0,,
0.653485059738,235.0,223.0,0.0,,
0.663485050201,236.0,222.0,1.0,,
0.673496007919,234.0,221.0,0.0,,
0.683481931686,235.0,222.0,0.0,,
0.693485975266,235.0,222.0,0.0,,
0.70348405838,236.0,222.0,0.0,,
0.713486909866,236.0,222.0,3.0,,
0.723484992981,235.0,222.0,1.0,,
0.733484983444,235.0,222.0,0.0,,
0.743485927582,235.0,221.0,1.0,,
0.753479957581,235.0,220.0,0.0,,
0.76347899437,235.0,223.0,2.0,,
0.773483037949,237.0,222.0,0.0,,
0.783483028412,234.0,223.0,1.0,,
0.793483018875,235.0,225.0,0.0,,
0.803478956223,234.0,221.0,1.0,,
0.813482999802,236.0,222.0,1.0,,
0.823482990265,237.0,222.0,1.0,,
0.833478927612,234.0,224.0,2.0,,
0.843478918076,233.0,223.0,2.0,,
0.853488922119,235.0,223.0,1.0,,
0.863484859467,234.0,222.0,1.0,,
0.873481035233,235.0,223.0,0.0,,
0.883477926254,235.0,222.0,0.0,,
0.893485069275,235.0,222.0,2.0,,
0.903483867645,237.0,222.0,0.0,,
0.913478851318,235.0,223.0,2.0,,
0.923480033875,235.0,223.0,1.0,,
0.933482885361,236.0,224.0,255.0,,
0.943485021591,235.0,221.0,0.0,,
0.95347905159,235.0,222.0,0.0,,
0.963479995728,234.0,221.0,2.0,,
0.973484992981,236.0,222.0,0.0,,
0.98348402977,235.0,222.0,254.0,,
0.993479013443,237.0,222.0,2.0,,
1.00347900391,236.0,223.0,2.0,,
1.0060300827,,,,left,1.0
1.01353096962,235.0,221.0,0.0,,
1.02349495888,234.0,220.0,1.0,,
1.03348398209,236.0,219.0,2.0,,
1.04347991943,231.0,225.0,0.0,,
1.05349302292,226.0,226.0,1.0,,
1.06349205971,230.0,226.0,3.0,,
